gene_id,Sleep_mean,Stress_mean,log2FoldChange
ENSMUSG00000022769|Sdf2l1,290.6666666666667,753.0,1.3702440072701292
ENSMUSG00000086534|Gm16758,15.0,40.333333333333336,1.369233809665719
ENSMUSG00000035852|Misp,3.6666666666666665,11.0,1.3625700793847084
ENSMUSG00000033383|Rtp1,10.666666666666666,29.0,1.3625700793847084
ENSMUSG00000109233|Gm44866,3.6666666666666665,11.0,1.3625700793847084
ENSMUSG00000050534|Htr5b,43.333333333333336,112.66666666666667,1.3583454935229828
ENSMUSG00000112203|Gm49167,9.0,24.333333333333332,1.341036917835067
ENSMUSG00000031880|Rrad,44.0,113.0,1.341036917835067
ENSMUSG00000113088|Gm36757,6.0,16.666666666666668,1.3356030317844392
ENSMUSG00000007209|Ceacam9,7.333333333333333,20.0,1.333423733725192
ENSMUSG00000060981|H4c8,25.0,64.33333333333333,1.3293076252529599
ENSMUSG00000078915|Hsp25-ps1,27.666666666666668,71.0,1.3286227474613705
ENSMUSG00000098650|Commd1b,277.3333333333333,698.0,1.328478758735178
ENSMUSG00000096938|9530052E02Rik,6.333333333333333,17.333333333333332,1.3219280948873624
ENSMUSG00000107272|Gm34583,223.66666666666666,559.6666666666666,1.319357209073286
ENSMUSG00000118332|Fam220a,707.6666666666666,1765.6666666666667,1.3178507628068195
ENSMUSG00000116637|Gm8130,5.333333333333333,14.666666666666666,1.306661338234052
ENSMUSG00000042216|Sgsm1,3477.3333333333335,8582.666666666666,1.3031978577021126
ENSMUSG00000006445|Epha2,33.666666666666664,84.33333333333333,1.2995602818589078
ENSMUSG00000116710|Gm6557,9.333333333333334,24.333333333333332,1.29373120305671
ENSMUSG00000026175|Vil1,11.0,28.333333333333332,1.2895066171949847
ENSMUSG00000086359|9630013K17Rik,7.333333333333333,19.333333333333332,1.2868811477881619
ENSMUSG00000041372|B4galnt3,30.0,74.33333333333333,1.2810201513071564
ENSMUSG00000049892|Rasd1,221.66666666666666,536.0,1.2700364862325166
ENSMUSG00000045903|Npas4,382.3333333333333,923.0,1.2692933963054762
ENSMUSG00000093575|Gm20695,9.666666666666666,24.666666666666668,1.2667865406949017
ENSMUSG00000032611|1700102P08Rik,15.666666666666666,39.0,1.2630344058337941
ENSMUSG00000070873|Lilra5,5.666666666666667,15.0,1.2630344058337937
ENSMUSG00000032818|Loxhd1,5.666666666666667,15.0,1.2630344058337937
ENSMUSG00000031530|Dusp4,464.6666666666667,1116.3333333333333,1.2626901282898884
ENSMUSG00000035095|Fam167a,33.333333333333336,81.33333333333333,1.261866704401459
ENSMUSG00000043753|Dmrta1,6.666666666666667,17.333333333333332,1.2577977574676467
ENSMUSG00000113689|Gm29676,5.0,13.333333333333334,1.2563397532597855
ENSMUSG00000001348|Acp5,5.0,13.333333333333334,1.2563397532597855
ENSMUSG00000030236|Slco1b2,6.0,15.666666666666666,1.2515387669959641
ENSMUSG00000087249|Gm16062,29.666666666666668,72.0,1.2512251035441604
ENSMUSG00000033470|Cysltr2,10.666666666666666,26.666666666666668,1.2457564144019584
ENSMUSG00000099583|H3c4,11.666666666666666,29.0,1.2439255828860893
ENSMUSG00000073130|Gm1141,6.333333333333333,16.333333333333332,1.2410080995037949
ENSMUSG00000005124|Ccn4,170.66666666666666,404.3333333333333,1.2394988913730047
ENSMUSG00000078452|Raet1d,7.333333333333333,18.666666666666668,1.2387868595871168
ENSMUSG00000120263,5.666666666666667,14.666666666666666,1.2326607567902748
ENSMUSG00000051590|Map3k19,128.0,301.6666666666667,1.230358731146505
ENSMUSG00000085609|1700016P03Rik,81.33333333333333,191.66666666666666,1.2265584509160012
ENSMUSG00000039236|Isg20,12.0,29.333333333333332,1.2223924213364477
ENSMUSG00000051054|1700014D04Rik,27.333333333333332,65.0,1.219965683941908
ENSMUSG00000087443|Ppp1r18os,3.3333333333333335,9.0,1.2064508774674263
ENSMUSG00000054944|5330416C01Rik,70.33333333333333,163.0,1.201047518938093
ENSMUSG00000084289|Fth1-ps,14.666666666666666,35.0,1.2002986504858313
ENSMUSG00000082543|Gm14336,7.0,17.333333333333332,1.1963972128035034
ENSMUSG00000061143|Maml3,347.3333333333333,797.0,1.1959202099752568
ENSMUSG00000050777|Tmem37,24.0,56.0,1.189033824390017
ENSMUSG00000109404|Gm19963,13.333333333333334,31.666666666666668,1.1884450894131102
ENSMUSG00000006574|Slc4a1,4.0,10.333333333333334,1.1805722456418208
ENSMUSG00000058147|Xlr3c,88.0,200.66666666666666,1.1800954004744029
ENSMUSG00000056031|9330154J02Rik,31.333333333333332,72.0,1.174874217414046
ENSMUSG00000016179|Camk1g,1073.6666666666667,2420.3333333333335,1.1719124587629475
ENSMUSG00000121499|Ly6a2,20.333333333333332,47.0,1.1699250014423124
ENSMUSG00000108832|Gm44832,7.0,17.0,1.1699250014423124
ENSMUSG00000030549|Rhcg,12.333333333333334,29.0,1.1699250014423124
ENSMUSG00000024175|Tekt4,12.666666666666666,29.666666666666668,1.1660099514389293
ENSMUSG00000060791|Gmfg,17.333333333333332,40.0,1.1611547918145801
ENSMUSG00000035711|Dok3,127.0,285.0,1.1598713367783895
ENSMUSG00000097368|Gm10390,5.0,12.333333333333334,1.15200309344505
ENSMUSG00000087057|Gm11730,18.666666666666668,42.666666666666664,1.150779952175609
ENSMUSG00000028778|Hcrtr1,48.0,107.66666666666667,1.1490558093947134
ENSMUSG00000083847|Xlr3d-ps,10.0,23.333333333333332,1.1454304395215638
ENSMUSG00000051118|Or7d10,26.333333333333332,59.333333333333336,1.1422938824651219
ENSMUSG00000111004|Gm48272,5.666666666666667,13.666666666666666,1.1375035237499347
ENSMUSG00000010476|Ebf3,24.333333333333332,54.666666666666664,1.1357767790304667
ENSMUSG00000033316|Galnt9,3265.6666666666665,7155.666666666667,1.131468536856203
ENSMUSG00000033498|Strc,9.666666666666666,22.333333333333332,1.1292830169449664
ENSMUSG00000085890|Tnfsf13os,10.333333333333334,23.666666666666668,1.1219905243786104
ENSMUSG00000038917|3930402G23Rik,10.666666666666666,24.333333333333332,1.1186444964986189
ENSMUSG00000029797|Sspo,34.0,75.0,1.1186444964986189
ENSMUSG00000049130|C5ar1,14.666666666666666,33.0,1.1178364902938585
ENSMUSG00000101610|Gm7560,5.0,12.0,1.1154772174199359
ENSMUSG00000057606|Colq,46.0,100.33333333333333,1.108376161044792
ENSMUSG00000007617|Homer1,8239.0,17745.333333333332,1.10680472979959
ENSMUSG00000028214|Gem,65.0,141.0,1.1053530001462286
ENSMUSG00000046733|Gprc5a,10.333333333333334,23.333333333333332,1.1023617176296778
ENSMUSG00000112540|Gm47461,12.666666666666666,28.333333333333332,1.1018796140192137
ENSMUSG00000074403|H3c13,6.0,14.0,1.0995356735509143
ENSMUSG00000026773|Pfkfb3,1085.6666666666667,2327.0,1.0991815945110002
ENSMUSG00000007682|Dio2,3610.0,7732.666666666667,1.0987541630234152
ENSMUSG00000066363|Serpina3f,11.0,24.666666666666668,1.096861539252589
ENSMUSG00000051627|H1f4,43.0,93.0,1.09515723304034
ENSMUSG00000079495|Nat8f6,101.33333333333333,216.66666666666666,1.0888443361762514
ENSMUSG00000098238|Gm8756,7.0,16.0,1.0874628412503393
ENSMUSG00002075904|Gm55629,10.333333333333334,23.0,1.082462160191973
ENSMUSG00000025317|Car5a,4.666666666666667,11.0,1.082462160191973
ENSMUSG00000033730|Egr3,6140.333333333333,12996.666666666666,1.0816288392262818
ENSMUSG00000021403|Serpinb9b,7.666666666666667,17.333333333333332,1.080919995383567
ENSMUSG00000120496,7.666666666666667,17.333333333333332,1.080919995383567
ENSMUSG00000119968,10.666666666666666,23.666666666666668,1.0801703486839833
ENSMUSG00000111692|Gm49373,37.333333333333336,80.0,1.0793224526614056
ENSMUSG00000070720|Tmem200b,169.66666666666666,359.3333333333333,1.0781508077346502
ENSMUSG00000097919|Gm27021,14.0,30.666666666666668,1.078002512001273
ENSMUSG00000026864|Hspa5,8295.333333333334,17503.666666666668,1.0771938238532102
ENSMUSG00000044156|Hepacam2,8.333333333333334,18.666666666666668,1.0752881273042372
ENSMUSG00000048482|Bdnf,1454.3333333333333,3065.3333333333335,1.0751649076394347
ENSMUSG00000115122|Gm49685,11.666666666666666,25.666666666666668,1.074000581443777
ENSMUSG00000026205|Slc23a3,57.666666666666664,122.33333333333333,1.0719498418790148
ENSMUSG00000010797|Wnt2,108.66666666666667,229.33333333333334,1.0705981266530171
ENSMUSG00000083811|Gm13071,9.666666666666666,21.333333333333332,1.0660891904577725
ENSMUSG00000049649|Gpr3,272.3333333333333,569.6666666666666,1.061986886895701
ENSMUSG00000055805|Fmnl1,4321.0,9013.333333333334,1.0605217270299685
ENSMUSG00000023272|Creld2,398.0,830.3333333333334,1.0590383128861682
ENSMUSG00000027654|Fam83d,41.0,86.33333333333333,1.0561430780375336
ENSMUSG00000044017|Adgrd1,232.0,482.3333333333333,1.0526885395268604
ENSMUSG00000050860|Phospho1,344.3333333333333,714.6666666666666,1.0512981881722192
ENSMUSG00000110218|Tincr,17.666666666666668,37.666666666666664,1.050626073069968
ENSMUSG00000102969|Gm33366,18.0,38.333333333333336,1.0497530351970998
ENSMUSG00000107106|Gm43760,4.666666666666667,10.666666666666666,1.0418201756946268
ENSMUSG00000036151|Tm6sf2,16.666666666666668,35.333333333333336,1.0402638702137272
ENSMUSG00000042638|Gucy2c,5.333333333333333,12.0,1.037474705418663
ENSMUSG00000024427|Spry4,422.0,866.3333333333334,1.0359288928766894
ENSMUSG00000032487|Ptgs2,545.3333333333334,1119.0,1.0356453785666637
ENSMUSG00000001021|S100a3,12.333333333333334,26.333333333333332,1.0356239097307212
ENSMUSG00000004371|Il11,6.666666666666667,14.666666666666666,1.0310268956206243
ENSMUSG00000095799|Eif1ad10,15.0,31.666666666666668,1.0297473433940523
ENSMUSG00000050747|Trim15,7.666666666666667,16.666666666666668,1.027480736422107
ENSMUSG00000032575|Manf,1185.0,2414.3333333333335,1.0261182951861276
ENSMUSG00000060380|C030014I23Rik,8.666666666666666,18.666666666666668,1.0246620542342693
ENSMUSG00000023905|Tnfrsf12a,119.33333333333333,243.66666666666666,1.023781225956042
ENSMUSG00000105843|Gm19439,104.66666666666667,213.66666666666666,1.0225778479752097
ENSMUSG00000115965|Gm30564,10.666666666666666,22.666666666666668,1.0204641025597159
ENSMUSG00000102797|Gm37710,11.333333333333334,24.0,1.019365324866931
ENSMUSG00000049115|Agtr1a,13.0,27.333333333333332,1.0170735133589415
ENSMUSG00000046223|Plaur,27.333333333333332,56.333333333333336,1.0168738185643964
ENSMUSG00000047281|Sfn,31.666666666666668,65.0,1.0146467759644013
ENSMUSG00000051159|Cited1,38.333333333333336,78.33333333333333,1.0121747139461021
ENSMUSG00000108815|Gm49388,60.333333333333336,122.66666666666667,1.0117134205637903
ENSMUSG00000083955|Gm14785,3.6666666666666665,8.333333333333334,1.0000000000000002
ENSMUSG00000092447|Gm7696,3.6666666666666665,8.333333333333334,1.0000000000000002
ENSMUSG00000103847|Gm20056,7.333333333333333,15.666666666666666,1.0
ENSMUSG00000087196|Gm13373,10.0,21.0,1.0
ENSMUSG00000063767|S100a7a,6.666666666666667,14.333333333333334,1.0
ENSMUSG00000091996|Smim35,25.666666666666668,12.333333333333334,-1.0
ENSMUSG00000047730|Fcgbp,22.333333333333332,10.666666666666666,-1.0
ENSMUSG00000078776|9530053A07Rik,11.0,5.0,-1.0
ENSMUSG00000114277|Gm48583,18.333333333333332,8.666666666666666,-1.0
ENSMUSG00000056316|Gm9996,85.0,42.0,-1.0
ENSMUSG00000109111|6530437J22Rik,10.333333333333334,4.666666666666667,-1.0
ENSMUSG00000110016|Gm20751,18.333333333333332,8.666666666666666,-1.0
ENSMUSG00000103900|Gm37500,24.333333333333332,11.666666666666666,-1.0
ENSMUSG00000020798|Spns3,13.666666666666666,6.333333333333333,-1.0
ENSMUSG00000106631|Gm42669,75.0,37.0,-1.0
ENSMUSG00000033508|Asprv1,51.666666666666664,25.333333333333332,-1.0
ENSMUSG00000093739|Gm20692,19.0,9.0,-1.0
ENSMUSG00000072980|Oip5,33.0,16.0,-1.0
ENSMUSG00000105550|Gm35585,13.0,6.0,-1.0
ENSMUSG00000114926|Gm2379,17.0,8.0,-1.0
ENSMUSG00000040367|Lrrd1,15.666666666666666,7.333333333333333,-1.0
ENSMUSG00000120758,14.333333333333334,6.666666666666667,-1.0
ENSMUSG00000113031|Gm34552,14.333333333333334,6.666666666666667,-1.0
ENSMUSG00000112254|Gm47690,12.333333333333334,5.666666666666667,-1.0
ENSMUSG00000120353,19.0,9.0,-1.0
ENSMUSG00000022229|Atp12a,9.0,4.0,-1.0
ENSMUSG00000120583,31.666666666666668,15.333333333333334,-1.0
ENSMUSG00000022900|Ildr1,23.0,11.0,-1.0
ENSMUSG00000040966|Slc22a2,35.0,17.0,-1.0
ENSMUSG00000109841|E330011O21Rik,18.333333333333332,8.666666666666666,-1.0
ENSMUSG00000089837|Npcd,12.333333333333334,5.666666666666667,-1.0
ENSMUSG00000097993|Ptprv,38.333333333333336,18.666666666666668,-1.0
ENSMUSG00000116908|Gm49599,24.333333333333332,11.666666666666666,-1.0
ENSMUSG00000116125|Gm41361,25.0,12.0,-1.0
ENSMUSG00000101849|Gm28386,31.666666666666668,15.333333333333334,-1.0
ENSMUSG00000102549|Gm38137,11.0,5.0,-1.0
ENSMUSG00000114780|AI197445,32.333333333333336,15.666666666666666,-1.0000000000000002
ENSMUSG00000020892|Aloxe3,244.33333333333334,121.33333333333333,-1.0039257032138003
ENSMUSG00000074024|4632427E13Rik,75.33333333333333,37.0,-1.0063137739322021
ENSMUSG00000107868|Gm5112,60.0,29.333333333333332,-1.0079051980853462
ENSMUSG00000051113|Garin5a,144.0,71.0,-1.0099840885726221
ENSMUSG00000103928|Gm37893,78.33333333333333,38.333333333333336,-1.0121747139461021
ENSMUSG00000105613|Gm43684,69.0,33.666666666666664,-1.0138057995250307
ENSMUSG00000113244|Gm31218,33.333333333333336,16.0,-1.014075185211723
ENSMUSG00000104330|Gm38285,30.0,14.333333333333334,-1.0155968550510186
ENSMUSG00000022622|Acr,26.666666666666668,12.666666666666666,-1.0174874267288412
ENSMUSG00000029699|Ssc4d,50.333333333333336,24.333333333333332,-1.018859027251316
ENSMUSG00000044689|Gm13749,24.666666666666668,11.666666666666666,-1.018859027251316
ENSMUSG00000095730|Vmn2r29,24.0,11.333333333333334,-1.019365324866931
ENSMUSG00000120423,22.666666666666668,10.666666666666666,-1.0204641025597156
ENSMUSG00000104435|Gm37422,615.3333333333334,302.6666666666667,-1.0212222656021452
ENSMUSG00000106858|Gm43844,21.333333333333332,10.0,-1.021695071099319
ENSMUSG00000106099|Gm42664,110.0,53.666666666666664,-1.0218263624531785
ENSMUSG00000028307|Aldob,64.66666666666667,31.333333333333332,-1.022138977269249
ENSMUSG00000085386|Gm13630,42.333333333333336,20.333333333333332,-1.0223678130284546
ENSMUSG00000037627|Rgs22,20.666666666666668,9.666666666666666,-1.0223678130284546
ENSMUSG00000037578|Pkd2l1,20.666666666666668,9.666666666666666,-1.0223678130284546
ENSMUSG00000093485|Gm20708,56.0,27.0,-1.0255350921071376
ENSMUSG00000116398|Gm5216,37.0,17.666666666666668,-1.0255350921071376
ENSMUSG00000111343|Gm47175,17.333333333333332,8.0,-1.0264722113611908
ENSMUSG00000097149|G630030J09Rik,17.333333333333332,8.0,-1.0264722113611908
ENSMUSG00000045259|Klhdc9,234.66666666666666,114.66666666666667,-1.0267745522311378
ENSMUSG00000046854|Pip5kl1,179.0,87.33333333333333,-1.0269670476002695
ENSMUSG00000097292|A230107N01Rik,50.666666666666664,24.333333333333332,-1.028196891830652
ENSMUSG00000101856|1700096K18Rik,100.33333333333333,48.666666666666664,-1.028758992981424
ENSMUSG00000020131|Pcsk4,142.0,69.0,-1.030588319833423
ENSMUSG00000110077|Gm45632,29.666666666666668,14.0,-1.031708859727338
ENSMUSG00000013483|Card14,29.666666666666668,14.0,-1.031708859727338
ENSMUSG00000024869|Gm49405,151.66666666666666,73.66666666666667,-1.0318488660393397
ENSMUSG00000099875|Rbm3-ps,29.0,13.666666666666666,-1.0324214776923775
ENSMUSG00000033774|Npbwr1,74.0,35.666666666666664,-1.0324214776923775
ENSMUSG00000032372|Plscr2,73.33333333333333,35.333333333333336,-1.032715575143378
ENSMUSG00000020799|Tekt1,58.333333333333336,28.0,-1.0327899351176695
ENSMUSG00000091890|A830073O21Rik,324.3333333333333,158.0,-1.0328918815573747
ENSMUSG00000119996,102.0,49.333333333333336,-1.0330582885792956
ENSMUSG00000103706|6820402A03Rik,13.333333333333334,6.0,-1.0339473319233377
ENSMUSG00000079497|Gm13420,27.666666666666668,13.0,-1.0339473319233377
ENSMUSG00000036030|Prtg,110.33333333333333,53.333333333333336,-1.0349761382429745
ENSMUSG00000103529|A730089K16Rik,26.333333333333332,12.333333333333334,-1.0356239097307212
ENSMUSG00000025934|Gsta3,40.0,19.0,-1.0356239097307214
ENSMUSG00000023047|Amhr2,25.666666666666668,12.0,-1.0365258760251141
ENSMUSG00000101144|Gm29054,64.0,30.666666666666668,-1.0374747054186628
ENSMUSG00000114220|Gm10353,25.0,11.666666666666666,-1.0374747054186628
ENSMUSG00000078963|Hsbp1l1,49.0,23.333333333333332,-1.0389941316158637
ENSMUSG00000108088|Gm44229,11.333333333333334,5.0,-1.0395283641866375
ENSMUSG00000114362|4933433G19Rik,35.333333333333336,16.666666666666668,-1.040263870213727
ENSMUSG00000100017|2410022M11Rik,215.0,104.0,-1.040641984497346
ENSMUSG00000046167|Gldn,68.33333333333333,32.666666666666664,-1.0422282353892975
ENSMUSG00000020878|Lrrc46,32.0,15.0,-1.0443941193584534
ENSMUSG00000110559|Gm26843,21.0,9.666666666666666,-1.0443941193584536
ENSMUSG00000105572|Gm43300,95.33333333333333,45.666666666666664,-1.0456426655557125
ENSMUSG00000097343|9030407P20Rik,320.0,154.33333333333334,-1.047205843189179
ENSMUSG00000108778|Gm20083,19.666666666666668,9.0,-1.0473057147783569
ENSMUSG00000087305|A430035B10Rik,120.33333333333333,57.666666666666664,-1.048363021561399
ENSMUSG00000057816|Cfap299,19.0,8.666666666666666,-1.0489096004809466
ENSMUSG00000097705|Gm26740,38.333333333333336,18.0,-1.0497530351970996
ENSMUSG00000081096|Gm12691,27.333333333333332,12.666666666666666,-1.051838931519618
ENSMUSG00000071665|Foxr2,26.666666666666668,12.333333333333334,-1.0531113364595623
ENSMUSG00000039985|Sinhcaf,35.666666666666664,16.666666666666668,-1.0534392589614603
ENSMUSG00000031167|Rbm3,3510.0,1689.0,-1.0548587497112083
ENSMUSG00000074507|Gm14340,34.333333333333336,16.0,-1.0554951125917038
ENSMUSG00000106019|Gm43672,540.3333333333334,259.3333333333333,-1.0561571790431972
ENSMUSG00000065968|Ifitm7,24.666666666666668,11.333333333333334,-1.0573331750659516
ENSMUSG00000057802|Gm10030,15.666666666666666,7.0,-1.0588936890535683
ENSMUSG00000097537|2610020C07Rik,57.333333333333336,27.0,-1.0588936890535685
ENSMUSG00000073985|Gm10602,64.33333333333333,30.333333333333332,-1.0601209924375707
ENSMUSG00000078247|Airn,47.666666666666664,22.333333333333332,-1.0605415419350508
ENSMUSG00000042918|Mamstr,96.33333333333333,45.666666666666664,-1.0605415419350508
ENSMUSG00000002007|Srpk3,152.66666666666666,72.66666666666667,-1.0607203810379062
ENSMUSG00000081436|Gm5912,47.0,22.0,-1.0614005446641432
ENSMUSG00000111853|Gm31408,31.0,14.333333333333334,-1.0614005446641432
ENSMUSG00000047497|Adamts12,14.333333333333334,6.333333333333333,-1.0641303374197157
ENSMUSG00000113528|Gm32699,67.33333333333333,31.666666666666668,-1.0647702553902376
ENSMUSG00000105218|Gm38413,81.33333333333333,38.333333333333336,-1.0657241822228363
ENSMUSG00000026548|Slamf9,28.333333333333332,13.0,-1.0671141958585368
ENSMUSG00000083853|Gm15696,13.666666666666666,6.0,-1.0671141958585368
ENSMUSG00000113778|Gm40847,13.666666666666666,6.0,-1.0671141958585368
ENSMUSG00000085828|Gm15612,421.0,200.33333333333334,-1.0676569501032624
ENSMUSG00000074252|Gm10654,63.333333333333336,29.666666666666668,-1.0688950812110676
ENSMUSG00000050473|Slc35d3,63.333333333333336,29.666666666666668,-1.0688950812110676
ENSMUSG00000120104,407.0,193.33333333333334,-1.0700357694921552
ENSMUSG00000107749|Gm44321,27.0,12.333333333333334,-1.0703893278913978
ENSMUSG00000019767|Ccdc170,20.0,9.0,-1.070389327891398
ENSMUSG00000028487|Bnc2,26.333333333333332,12.0,-1.0721497857558353
ENSMUSG00000031285|Dcx,1659.6666666666667,788.6666666666666,-1.0724468230006055
ENSMUSG00000086159|Gm13025,19.333333333333332,8.666666666666666,-1.0727563424353141
ENSMUSG00000056870|Gulp1,187.66666666666666,88.66666666666667,-1.0731958802752581
ENSMUSG00000018570|2810408A11Rik,12.333333333333334,5.333333333333333,-1.074000581443777
ENSMUSG00000117763|9830166K06Rik,64.33333333333333,30.0,-1.0755510330071767
ENSMUSG00000034898|Filip1,434.0,205.0,-1.0783710635528723
ENSMUSG00000051367|Six1,36.333333333333336,16.666666666666668,-1.079434467494405
ENSMUSG00000111094|Gm34425,23.666666666666668,10.666666666666666,-1.0801703486839835
ENSMUSG00000025519|Tktl2,23.666666666666668,10.666666666666666,-1.0801703486839835
ENSMUSG00000103864|Gm37415,17.333333333333332,7.666666666666667,-1.080919995383567
ENSMUSG00000005268|Prlr,117.0,54.666666666666664,-1.0839012576089453
ENSMUSG00000057092|Fxyd3,299.3333333333333,140.66666666666666,-1.0840642647884744
ENSMUSG00000015890|Amdhd1,16.666666666666668,7.333333333333333,-1.0840642647884748
ENSMUSG00000031637|Lrp2bp,16.666666666666668,7.333333333333333,-1.0840642647884748
ENSMUSG00000005640|Insrr,16.666666666666668,7.333333333333333,-1.0840642647884748
ENSMUSG00000117728|Gm34299,16.666666666666668,7.333333333333333,-1.0840642647884748
ENSMUSG00000097572|Gm26797,33.666666666666664,15.333333333333334,-1.0857298740258836
ENSMUSG00000035946|Gsx2,10.333333333333334,4.333333333333333,-1.0874628412503395
ENSMUSG00000072663|Spef2,50.0,23.0,-1.0874628412503395
