gene_id,ZT6_Ctl1,ZT6_Ctl2,ZT6_Ctl3,ZT6_SD1,ZT6_SD2,ZT6_SD3
ENSMUSG00000020826|Nos2,20,25,25,19,39,10
ENSMUSG00000018334|Ksr1,1220,1436,2501,1786,2594,1853
ENSMUSG00000120210,56,52,65,45,50,27
ENSMUSG00000017677|Wsb1,2002,2105,3685,1613,2816,1860
ENSMUSG00000020716|Nf1,3216,3255,4766,3234,4057,3259
ENSMUSG00000093938|Evi2b,28,0,14,0,14,4
ENSMUSG00000078771|Evi2a,373,722,1216,622,977,551
ENSMUSG00000091523|AU040972,1,16,13,6,13,17
ENSMUSG00000049612|Omg,4986,5961,8355,4524,5886,4365
ENSMUSG00000070354|Evi2,0,23,27,10,14,10
ENSMUSG00000035575|Utp6,1234,1750,2297,1654,2290,1437
ENSMUSG00000037593|Rskr,595,321,554,165,341,180
ENSMUSG00000002055|Spag5,580,339,675,386,454,350
ENSMUSG00000017390|Aldoc,22392,23077,35341,27745,35525,26027
ENSMUSG00000020829|Slc46a1,320,455,611,439,553,421
ENSMUSG00000050132|Sarm1,805,928,1504,1237,1325,947
ENSMUSG00000001103|Sebox,52,84,186,86,120,108
ENSMUSG00000017376|Nlk,4387,4642,6293,5573,6582,5750
ENSMUSG00000072640|Lyrm9,1243,1799,2379,1219,1568,1158
ENSMUSG00000041958|Pigs,1349,1604,2231,1730,2205,1618
ENSMUSG00000002058|Unc119,628,786,1193,815,890,640
ENSMUSG00000017344|Vtn,1713,2261,3065,2020,2355,1766
ENSMUSG00000051232|Tmem199,743,955,1382,1057,1192,891
ENSMUSG00000001100|Poldip2,2757,3623,4787,3505,3863,2975
ENSMUSG00000017615|Tnfaip1,1618,2036,2665,2121,2459,1852
ENSMUSG00000001105|Ift20,1452,1717,2408,1728,1980,1588
ENSMUSG00000037278|Tmem97,418,561,896,533,636,463
ENSMUSG00000049489|Ccnq,358,481,662,525,536,349
ENSMUSG00000017639|Rab11fip4,11969,12946,16864,14426,15256,12601
ENSMUSG00000017692|Rhbdl3,326,503,645,713,843,648
ENSMUSG00000017548|Suz12,1246,1521,1962,1415,1977,1372
ENSMUSG00000017561|Crlf3,242,345,469,415,357,339
ENSMUSG00000017550|Atad5,173,177,282,126,208,118
ENSMUSG00000046909|Tefm,114,156,231,152,275,137
ENSMUSG00000020709|Adap2,127,145,163,141,175,119
ENSMUSG00000020707|Rnf135,67,91,168,91,111,60
ENSMUSG00000086507|Adap2os,5,0,31,13,9,12
ENSMUSG00000017686|Rhot1,2817,3490,4853,3509,4646,3471
ENSMUSG00000035413|Tmem98,250,317,570,232,309,221
ENSMUSG00000020701|Tmem132e,334,482,643,399,577,319
ENSMUSG00000046010|Zfp830,275,357,558,510,483,368
ENSMUSG00000057181|5730455P16Rik,2788,3438,4857,2997,4191,2872
ENSMUSG00000017428|Psmd11,1670,2014,2720,2012,2426,1879
ENSMUSG00000035441|Myo1d,322,526,728,398,508,362
ENSMUSG00000017421|Zfp207,2743,3294,4830,3075,4079,3109
ENSMUSG00000048895|Cdk5r1,10555,11935,15386,12154,13840,11436
ENSMUSG00000020697|Lig3,780,753,1214,902,895,753
ENSMUSG00000085175|Gm11423,19,29,21,30,18,8
ENSMUSG00000020696|Rffl,319,504,769,425,835,404
ENSMUSG00000069793|Slfn9,29,61,63,52,57,52
ENSMUSG00000035208|Slfn8,36,50,74,42,62,61
ENSMUSG00000082419|Gm11425,21,56,42,31,44,33
ENSMUSG00000121398|Slfn10-ps,9,28,16,14,17,12
ENSMUSG00000072620|Slfn2,41,52,92,144,151,193
ENSMUSG00000000204|Slfn4,13,15,9,8,29,15
ENSMUSG00000018841|Rad51d,637,631,903,543,670,470
ENSMUSG00000018845|Unc45b,17,41,61,58,57,15
ENSMUSG00000054404|Slfn5,225,337,351,399,513,328
ENSMUSG00000018844|Fndc8,30,35,61,38,58,57
ENSMUSG00000020692|Nle1,255,273,416,287,367,252
ENSMUSG00000018986|Slfn3,19,35,45,46,77,33
ENSMUSG00000020704|Asic2,1895,2233,3197,2928,2757,2505
ENSMUSG00000019122|Ccl9,30,68,84,47,36,48
ENSMUSG00000081906|Rpl9-ps1,12,3,10,15,12,3
ENSMUSG00000018927|Ccl6,26,94,47,11,48,29
ENSMUSG00000085235|Gm12576,27,27,34,22,24,11
ENSMUSG00000020679|Hnf1b,11,23,27,36,34,10
ENSMUSG00000000983|Wfdc18,13,41,17,29,21,10
ENSMUSG00000000976|Heatr6,519,533,815,504,634,426
ENSMUSG00000120523,6,9,10,15,14,0
ENSMUSG00000020677|Ddx52,657,923,1241,813,1184,850
ENSMUSG00000034940|Synrg,2666,3104,4179,2796,3558,2753
ENSMUSG00000093483|AA465934,23,23,27,23,23,18
ENSMUSG00000018733|Pex12,340,287,482,366,418,341
ENSMUSG00000035152|Ap2b1,12476,14320,18231,14818,18936,15251
ENSMUSG00000020686|Gas2l2,14,23,57,20,42,24
ENSMUSG00000035085|1700020L24Rik,33,59,33,28,47,34
ENSMUSG00000020682|Mmp28,125,74,165,151,193,116
ENSMUSG00000020684|Rasl10b,6688,10273,12486,10962,12117,8921
ENSMUSG00000020680|Taf15,1192,1313,1959,1677,1925,1400
ENSMUSG00000018697|Aatf,419,422,651,438,527,478
ENSMUSG00000018651|Tada2a,827,936,1388,798,956,792
ENSMUSG00000020532|Acaca,2854,3313,4149,3216,3702,2765
ENSMUSG00000018648|Dusp14,2083,2079,2867,3199,3277,2647
ENSMUSG00000000093|Tbx2,44,88,64,58,110,41
ENSMUSG00000020530|Ggnbp2,2900,3425,4985,3773,4319,3213
ENSMUSG00000045140|Pigw,152,152,232,163,204,126
ENSMUSG00000020527|Myo19,286,221,314,371,363,254
ENSMUSG00000000805|Car4,1083,1073,1513,1333,1555,1086
ENSMUSG00000000804|Usp32,5698,6953,8922,7685,9277,7290
ENSMUSG00000020525|Ppm1d,585,581,940,601,769,630
ENSMUSG00000059439|Bcas3,1766,1961,2502,1672,1960,1680
ENSMUSG00000018405|Mrm1,470,497,703,774,729,544
ENSMUSG00000121192,76,97,112,87,107,71
ENSMUSG00000034449|Dhrs11,145,101,250,152,195,95
ENSMUSG00000120006,69,47,101,63,75,34
ENSMUSG00000020526|Znhit3,632,826,1255,887,1173,748
ENSMUSG00000082806|Rpl13-ps1,12,18,7,5,18,6
ENSMUSG00000018481|Appbp2,3271,4021,5442,3513,4738,3616
ENSMUSG00000087574|C030037D09Rik,155,150,307,259,283,221
ENSMUSG00000069769|Msi2,1980,2684,3903,2276,3380,2403
ENSMUSG00000085246|Gm15893,50,25,55,29,37,14
ENSMUSG00000048616|Nog,321,362,506,481,514,412
ENSMUSG00000020483|Dynll2,18393,23405,31876,28623,30388,23097
ENSMUSG00000086193|Gm11508,129,123,238,190,135,114
ENSMUSG00000018379|Srsf1,4442,4964,7585,4750,6933,5069
ENSMUSG00000023723|Mrps23,850,1167,1540,1396,1553,1172
ENSMUSG00000018377|Vezf1,1172,1114,2140,1330,1913,1300
ENSMUSG00000018378|Cuedc1,760,805,1566,1029,1298,827
ENSMUSG00000020553|Pctp,33,51,80,54,95,56
ENSMUSG00000069763|Tmem100,289,334,505,495,691,476
ENSMUSG00000018428|Akap1,1491,1805,2255,1407,1714,1295
ENSMUSG00000033983|Coil,665,726,1124,921,1008,756
ENSMUSG00000000275|Trim25,221,271,386,233,300,242
ENSMUSG00000000278|Scpep1,596,630,775,521,763,532
ENSMUSG00000000276|Dgke,3345,4049,5677,3541,4229,3253
ENSMUSG00000047773|Ankfn1,154,190,209,74,132,77
ENSMUSG00000034329|Brip1,32,13,14,0,10,16
ENSMUSG00000085208|Brip1os,447,354,647,475,620,452
ENSMUSG00000018068|Ints2,698,702,1165,630,851,622
ENSMUSG00000020516|Rps6kb1,1588,2033,2902,1836,2482,1862
ENSMUSG00000020513|Tubd1,100,124,175,215,190,160
ENSMUSG00000018171|Vmp1,3923,5435,6853,5329,6605,4740
ENSMUSG00000047126|Cltc,22296,25586,34272,24085,31125,25151
ENSMUSG00000018425|Dhx40,711,898,1236,827,1032,758
ENSMUSG00000020495|Smg8,542,513,786,564,676,581
ENSMUSG00000020492|Ska2,315,492,575,391,412,382
ENSMUSG00000007646|Rad51c,97,121,194,173,173,143
ENSMUSG00000020486|Septin4,3554,5118,8316,5419,6587,4305
ENSMUSG00000018401|Mtmr4,2881,3111,4305,3573,4191,3203
ENSMUSG00000034177|Rnf43,103,82,195,127,138,84
ENSMUSG00000084796|Mir142hg,5,11,10,18,12,6
ENSMUSG00000034156|Tspoap1,8380,7989,12097,8419,8492,6071
ENSMUSG00000009356|Lpo,22,32,55,16,36,18
ENSMUSG00000034121|Mks1,125,131,212,63,119,65
ENSMUSG00000060787|Or4d1,124,75,98,60,96,54
ENSMUSG00000034297|Med13,2466,2227,3469,2235,2936,2483
ENSMUSG00000020521|Rnft1,555,646,932,527,830,538
ENSMUSG00000120594,22,15,18,12,24,12
ENSMUSG00000083992|Gm11478,34,67,76,75,83,52
ENSMUSG00000072582|Ptrh2,434,603,791,586,743,462
ENSMUSG00000018427|Ypel2,1456,1937,2437,1526,1781,1262
ENSMUSG00000061666|Gdpd1,1044,1298,1792,1376,1725,1230
ENSMUSG00000020493|Prr11,12,15,22,13,10,6
ENSMUSG00000018548|Trim37,15661,18580,25384,19900,24558,17928
ENSMUSG00000046442|Ppm1e,8791,11098,16028,10252,15672,11476
ENSMUSG00000120117,9,8,12,11,13,6
ENSMUSG00000070345|Hsf5,5,19,27,14,14,16
ENSMUSG00000020485|Supt4a,1022,1416,1877,1580,1876,1348
ENSMUSG00000020546|Stxbp4,848,880,1276,883,1129,860
ENSMUSG00000020541|Tom1l1,954,1074,1670,937,1525,1100
ENSMUSG00000081043|Gm11512,43,58,59,52,59,41
ENSMUSG00000020544|Cox11,251,451,573,437,636,407
ENSMUSG00000110344|Smim36,127,139,262,202,202,145
ENSMUSG00000003949|Hlf,8422,8230,12455,8241,10524,8042
ENSMUSG00000003948|Mmd,7325,9506,13338,9241,12460,8846
ENSMUSG00000056158|Car10,6991,7396,8886,7526,7849,6772
ENSMUSG00000044177|Wfikkn2,107,59,99,44,65,39
ENSMUSG00000037573|Tob1,1008,1242,1844,1112,1645,1265
ENSMUSG00000059474|Mbtd1,814,968,1375,750,953,760
ENSMUSG00000086003|B230206L02Rik,32,77,86,70,67,26
ENSMUSG00000054079|Utp18,602,910,1120,731,1060,918
ENSMUSG00000020857|Nme2,1382,2205,3047,2117,2316,1563
ENSMUSG00000091228|Gm20390,217,0,0,410,601,463
ENSMUSG00000037601|Nme1,2535,4120,5308,4759,4967,3793
ENSMUSG00000020859|Spag9,16493,18419,24224,17044,22433,16272
ENSMUSG00000081604|Gm11518,183,201,278,186,304,195
ENSMUSG00000001508|Sgca,13,0,20,12,0,0
ENSMUSG00000001506|Col1a1,507,356,415,297,451,263
ENSMUSG00000020863|Luc7l3,5890,6200,9489,5221,8050,5611
ENSMUSG00000020865|Abcc3,70,87,115,77,132,98
ENSMUSG00000020866|Cacna1g,3102,3157,4384,4034,4180,3172
ENSMUSG00000010080|Epn3,17,24,128,28,15,15
ENSMUSG00000039110|Mycbpap,52,53,52,53,77,57
ENSMUSG00000039096|Rsad1,532,545,793,503,541,531
ENSMUSG00000076435|Acsf2,416,423,631,315,496,379
ENSMUSG00000020868|Xylt2,805,935,1293,993,1048,803
ENSMUSG00000020864|Ankrd40,4579,5457,7682,6265,7632,5233
ENSMUSG00000020869|Lrrc59,3366,3427,5087,4895,5704,4346
ENSMUSG00000024414|Mrpl27,809,1029,1417,1172,1177,981
ENSMUSG00000083337|Gm11539,34,24,61,34,53,39
ENSMUSG00000047181|Samd14,776,1174,1461,1157,1440,895
ENSMUSG00000038967|Pdk2,2832,3003,4388,3133,3387,2594
ENSMUSG00000001507|Itga3,676,631,909,637,650,522
ENSMUSG00000020871|Dlx4,5,14,12,12,0,11
ENSMUSG00000086552|Dlx4os,5,13,25,19,14,20
ENSMUSG00000038909|Kat7,2509,2991,4066,3428,4209,3108
ENSMUSG00000038893|Fam117a,79,103,201,89,87,91
ENSMUSG00000020873|Slc35b1,1092,1254,1776,1491,1920,1215
ENSMUSG00000057522|Spop,7206,9247,12066,9126,11573,8216
ENSMUSG00000038976|Ppp1r9b,25006,29417,41056,35737,40333,30742
ENSMUSG00000120792,13,9,11,9,17,11
ENSMUSG00000046719|Nxph3,718,1380,2042,1651,1691,1222
ENSMUSG00000000120|Ngfr,27,43,50,17,37,20
ENSMUSG00000038845|Phb,1594,2022,2875,2715,3430,2417
ENSMUSG00000086191|Zfp652os,73,56,90,57,56,65
ENSMUSG00000050860|Phospho1,168,163,702,1213,727,204
ENSMUSG00000018381|Abi3,967,130,347,227,202,95
ENSMUSG00000038811|Gngt2,20,53,55,50,56,44
ENSMUSG00000045075|Gm9796,42,59,111,66,51,54
ENSMUSG00000075595|Zfp652,1486,2828,3228,2260,2844,2683
ENSMUSG00000006058|Snf8,1035,1484,2091,1681,2045,1473
ENSMUSG00000014349|Ube2z,3022,3805,5228,4131,4727,3213
ENSMUSG00000006057|Atp5g1,2749,3903,5709,5080,5653,4114
ENSMUSG00000003119|Cdk12,925,868,1289,870,1104,921
ENSMUSG00000038255|Neurod2,2561,2884,4973,3509,3967,2917
ENSMUSG00000020883|Fbxl20,2161,2549,3557,2356,2683,1963
ENSMUSG00000018160|Med1,1570,1869,2318,1787,2230,1841
ENSMUSG00000017400|Stac2,3888,4036,5718,5989,6070,4627
ENSMUSG00000057058|Skap1,65,67,113,59,66,56
ENSMUSG00000020876|Snx11,893,1094,1693,1304,1550,1084
ENSMUSG00000018666|Cbx1,1041,1351,1947,1539,1897,744
ENSMUSG00000038615|Nfe2l1,10752,12971,17053,14548,15816,12216
ENSMUSG00000018672|Copz2,114,94,186,134,134,113
ENSMUSG00000018669|Cdk5rap3,650,838,1138,755,794,611
ENSMUSG00000018659|Pnpo,1103,1411,1921,1529,1609,1234
ENSMUSG00000078700|D030028A08Rik,236,331,363,235,305,246
ENSMUSG00000018678|Sp2,406,495,587,527,577,529
ENSMUSG00000020877|Scrn2,80,67,159,76,139,126
ENSMUSG00000001445|Mrpl10,1064,1570,2170,1460,1597,1473
ENSMUSG00000038534|Osbpl7,339,405,724,488,494,394
ENSMUSG00000038517|Tbkbp1,1230,1697,2223,1881,2185,1616
ENSMUSG00000001441|Npepps,5057,5824,8120,5672,7253,5623
ENSMUSG00000070337|Gpr179,16,8,25,10,25,11
ENSMUSG00000049807|Arhgap23,3857,4646,6635,5627,6594,4734
ENSMUSG00000038453|Srcin1,10541,13527,17886,14185,14855,11415
ENSMUSG00000038437|Mllt6,4325,4627,6510,4852,5330,3836
ENSMUSG00000078695|Cisd3,442,500,757,616,618,506
ENSMUSG00000018537|Pcgf2,575,611,917,631,649,445
ENSMUSG00000071415|Rpl23,3417,4724,6717,5452,6252,4217
ENSMUSG00000038366|Lasp1,5881,5766,7794,6774,8251,6124
ENSMUSG00000020882|Cacnb1,3974,4905,6488,6253,7193,5463
ENSMUSG00000081249|Gm11517,8,8,24,14,19,3
ENSMUSG00000020878|Lrrc46,20,25,51,16,29,0
ENSMUSG00000001440|Kpnb1,6126,7781,10131,7196,8819,6963
ENSMUSG00000121247,252,224,357,348,404,275
ENSMUSG00000018882|Mrpl45,730,1068,1480,1094,1428,988
ENSMUSG00000038485|Socs7,4400,4770,7169,6805,8008,5781
ENSMUSG00000047988|4933428G20Rik,42,47,94,73,85,45
ENSMUSG00000087042|Gm11611,59,83,126,80,72,82
ENSMUSG00000043439|Epop,3144,3433,4248,5173,4851,4155
ENSMUSG00000085586|Gm11613,350,570,747,419,412,312
ENSMUSG00000069744|Psmb3,1277,1850,2654,1972,2260,1785
ENSMUSG00000018547|Pip4k2b,4815,6123,8060,7071,7953,6373
ENSMUSG00000018541|Cwc25,605,753,1086,706,841,760
ENSMUSG00000084168|Atp5l2-ps,25,29,31,17,30,18
ENSMUSG00000050538|B230217C12Rik,2020,2394,3171,1980,2420,1831
ENSMUSG00000070336|Fbxo47,69,69,78,27,71,51
ENSMUSG00000017417|Plxdc1,1171,1175,1690,1323,1190,966
ENSMUSG00000038352|Arl5c,24,42,84,33,50,57
ENSMUSG00000086716|Gm11629,12,12,28,14,32,20
ENSMUSG00000017404|Rpl19,5757,7377,10956,8219,10184,7088
ENSMUSG00000017607|Tns4,26,0,16,14,22,8
ENSMUSG00000017493|Igfbp4,2516,2893,4192,4401,4231,3739
ENSMUSG00000086688|Gm11560,5,9,19,20,18,16
ENSMUSG00000037935|Smarce1,1322,1659,2372,1815,2533,1812
ENSMUSG00000035849|Krt222,1606,2424,2880,1781,2381,1806
ENSMUSG00000019761|Krt10,143,251,356,278,322,219
ENSMUSG00000020912|Krt12,550,676,697,452,485,357
ENSMUSG00000084890|A830036E02Rik,2455,2214,3067,1733,2071,1559
ENSMUSG00000035775|Krt20,121,86,127,82,95,60
ENSMUSG00000006777|Krt23,25,11,27,7,4,8
ENSMUSG00000006931|P3h4,287,329,684,319,430,323
ENSMUSG00000001552|Jup,1140,1433,2047,1534,1766,1566
ENSMUSG00000018167|Stard3,811,974,1410,1353,1435,1011
ENSMUSG00000038208|Pgap3,266,301,480,456,391,308
ENSMUSG00000062312|Erbb2,95,81,110,114,93,77
ENSMUSG00000019312|Grb7,39,49,60,53,83,86
ENSMUSG00000017210|Med24,3622,3785,5042,3906,4339,3368
ENSMUSG00000075576|Gm12359,27,9,16,16,15,16
ENSMUSG00000052915|Msl1,5592,6653,9407,8200,10065,7368
ENSMUSG00000078676|Casc3,1779,1877,2632,2110,2458,1916
ENSMUSG00000038013|Wipf2,2387,2712,3593,3385,3748,3067
ENSMUSG00000017499|Cdc6,19,16,25,5,22,8
ENSMUSG00000037992|Rara,299,292,540,512,588,494
ENSMUSG00000020914|Top2a,41,56,121,21,80,54
ENSMUSG00000061718|Ppp1r1b,2605,6555,7327,4917,3907,3170
ENSMUSG00000085944|1700003D09Rik,15,15,59,23,13,29
ENSMUSG00000007877|Tcap,101,145,183,173,149,140
ENSMUSG00000002580|Mien1,1099,1551,1909,1634,2042,1358
ENSMUSG00000084835|Gm12352,82,162,190,124,188,108
ENSMUSG00000038150|Ormdl3,1290,1477,2386,1849,2331,1502
ENSMUSG00000078134|Srsf3-ps,89,139,172,149,219,154
ENSMUSG00000017221|Psmd3,3656,4219,5909,4382,5146,3970
ENSMUSG00000058756|Thra,17574,23413,33166,24510,28151,20263
ENSMUSG00000121096,1019,1195,1716,1261,1420,975
ENSMUSG00000020889|Nr1d1,4747,4438,6296,3552,4336,3334
ENSMUSG00000038020|Rapgefl1,5258,5838,8186,5760,6252,5004
ENSMUSG00000047197|Gjd3,49,53,71,39,48,40
ENSMUSG00000006930|Hap1,1962,3272,4276,2612,3118,1956
ENSMUSG00000051617|Krt9,149,252,315,242,159,143
ENSMUSG00000082456|Gm11598,5,16,18,21,22,6
ENSMUSG00000035530|Eif1,7244,9596,13355,10751,13503,9044
ENSMUSG00000091478|Gm10039,105,121,236,196,165,115
ENSMUSG00000082045|Gm11585,29,27,34,37,35,29
ENSMUSG00000020921|Tmem101,361,473,684,587,713,479
ENSMUSG00000001555|Fkbp10,234,197,261,147,191,139
ENSMUSG00000017176|Nt5c3b,950,1112,1603,1060,1483,1062
ENSMUSG00000001558|Klhl10,4,11,30,13,6,14
ENSMUSG00000006784|Odad4,59,50,99,59,60,31
ENSMUSG00000014195|Dnajc7,4154,5323,7501,5878,7101,5090
ENSMUSG00000017837|Nkiras2,313,342,500,383,510,292
ENSMUSG00000017830|Dhx58,25,30,65,48,24,38
ENSMUSG00000019173|Rab5c,3780,4893,7021,5711,5994,4898
ENSMUSG00000017747|Ghdc,213,237,386,295,336,187
ENSMUSG00000020919|Stat5b,969,883,1389,1224,1376,899
ENSMUSG00000004043|Stat5a,68,58,94,71,117,43
ENSMUSG00000004040|Stat3,1433,1568,1989,1748,2214,1513
ENSMUSG00000004044|Cavin1,489,552,696,536,819,567
ENSMUSG00000120984,22,26,10,24,31,25
ENSMUSG00000001751|Naglu,297,335,550,230,265,206
ENSMUSG00000001755|Coasy,601,609,1125,744,915,627
ENSMUSG00000017801|Mlx,733,846,1164,1069,1277,909
ENSMUSG00000019303|Psmc3ip,53,56,84,89,70,40
ENSMUSG00000017802|Retreg3,1832,2022,2958,2378,2960,2018
ENSMUSG00000035172|Plekhh3,300,315,487,452,449,286
ENSMUSG00000017167|Cntnap1,8942,9317,12270,10539,10991,8969
ENSMUSG00000006920|Ezh1,2181,2563,3349,2570,3011,2370
ENSMUSG00000001240|Ramp2,367,545,569,617,811,482
ENSMUSG00000048732|Klhl11,1056,1087,1517,1266,1414,1286
ENSMUSG00000020917|Acly,5599,6734,8725,6595,7425,6242
ENSMUSG00000006782|Cnp,6147,9660,17019,8821,12767,8195
ENSMUSG00000020918|Kat2a,1794,2282,2987,2483,2503,2204
ENSMUSG00000035355|Kcnh4,608,534,824,635,580,450
ENSMUSG00000019302|Atp6v0a1,16019,18493,24644,18923,21392,17092
ENSMUSG00000121184,113,62,172,80,121,72
ENSMUSG00000035198|Tubg1,1608,1895,2481,2162,2375,1816
ENSMUSG00000045007|Tubg2,1921,2292,3150,2452,2516,2039
ENSMUSG00000044052|Ccr10,6,23,17,7,14,23
ENSMUSG00000078656|Vps25,905,944,1575,1002,1131,901
ENSMUSG00000017314|Mpp2,5430,5834,7732,6627,7811,5849
ENSMUSG00000020922|Lsm12,786,910,1440,899,1173,981
ENSMUSG00000034793|G6pc3,1197,1221,1857,1360,1597,1225
ENSMUSG00000035112|Wnk4,126,125,175,122,87,82
ENSMUSG00000017188|Coa3,1387,1949,2516,1908,2175,1657
ENSMUSG00000078653|Cntd1,59,44,39,49,65,66
ENSMUSG00000035086|Becn1,3195,4089,5774,4279,5407,3914
ENSMUSG00000078651|Aoc2,109,97,136,176,212,175
ENSMUSG00000019326|Aoc3,46,39,65,71,36,34
ENSMUSG00000010358|Ifi35,64,81,150,95,131,59
ENSMUSG00000001313|Rnd2,1785,2685,3588,3333,3620,2374
ENSMUSG00000017146|Brca1,43,64,112,76,71,56
ENSMUSG00000017119|Nbr1,5678,6207,8759,6161,8095,6009
ENSMUSG00000034947|Tmem106a,21,33,39,28,32,23
ENSMUSG00000010362|Rdm1,110,126,247,130,202,82
ENSMUSG00000034931|Dhx8,1299,1318,1888,1595,1998,1498
ENSMUSG00000017724|Etv4,240,260,464,318,389,266
ENSMUSG00000003518|Dusp3,7255,8712,11766,10790,12525,9887
ENSMUSG00000052373|Mpp3,1639,1822,2559,2300,2579,2044
ENSMUSG00000078652|Psme3,3230,3843,5363,4330,5224,3984
ENSMUSG00000097239|Gm27029,103,458,686,339,192,560
ENSMUSG00000075528|Aarsd1,1177,992,1190,1287,1468,741
ENSMUSG00000097487|Ptges3l,44,54,58,74,54,55
ENSMUSG00000035007|Rundc1,1558,1608,2170,2297,2621,1914
ENSMUSG00000063316|Rpl27,2948,4180,5261,4146,5283,3760
ENSMUSG00000034993|Vat1,828,1294,1606,1332,1419,1117
ENSMUSG00000034936|Arl4d,588,336,807,965,948,1042
ENSMUSG00000001493|Meox1,7,20,46,26,8,32
ENSMUSG00000082171|Rpl27-ps2,837,1060,1316,1058,1489,923
ENSMUSG00000051455|Meioc,24,22,30,15,5,36
ENSMUSG00000020925|Ccdc43,553,744,1155,858,1005,916
ENSMUSG00000034239|Gm884,11,11,26,10,31,18
ENSMUSG00000046215|Rprml,1092,1462,2285,2041,2244,1896
ENSMUSG00000008855|Hdac5,4469,5337,7663,7328,9070,6524
ENSMUSG00000034773|Hrob,37,19,42,28,49,29
ENSMUSG00000034757|Tmub2,2020,2443,3317,2460,2895,2194
ENSMUSG00000020923|Ubtf,4607,4735,7158,6121,7006,5607
ENSMUSG00000006574|Slc4a1,0,12,0,17,0,14
ENSMUSG00000006575|Rundc3a,8924,11334,15579,14077,14867,11437
ENSMUSG00000018677|Slc25a39,1430,1467,2225,1833,2119,1602
ENSMUSG00000034708|Grn,1490,1671,2315,1573,1990,1463
ENSMUSG00000034685|Fam171a2,3353,3760,5369,4596,4833,3687
ENSMUSG00000034664|Itga2b,74,85,86,48,51,27
ENSMUSG00000086283|2810433D01Rik,11,14,11,0,14,7
ENSMUSG00000034768|Asb16,62,75,102,79,49,41
ENSMUSG00000059995|Atxn7l3,8543,10776,14433,12513,13243,10240
ENSMUSG00000034621|Gpatch8,2413,2674,3399,2541,2899,2032
ENSMUSG00000078640|Gm11627,55,87,101,102,83,85
ENSMUSG00000050288|Fzd2,401,403,533,422,389,360
ENSMUSG00000020926|Adam11,4944,5182,7827,5933,6154,4407
ENSMUSG00000034520|Gjc1,111,157,233,162,150,112
ENSMUSG00000020928|Higd1b,52,89,74,79,95,57
ENSMUSG00000020929|Eftud2,3385,3688,5333,3921,4797,3934
ENSMUSG00000020932|Gfap,4526,4079,8103,4840,7868,4111
ENSMUSG00000020935|Dcakd,736,801,1349,1116,1463,982
ENSMUSG00000020936|Nmt1,5287,6356,9352,6925,8361,6444
ENSMUSG00000020937|Plcd3,701,612,926,676,718,498
ENSMUSG00000056938|Acbd4,765,945,1269,1022,1139,827
ENSMUSG00000043372|Hexim2,208,277,434,237,296,193
ENSMUSG00000055805|Fmnl1,3710,3862,5391,9064,10055,7921
ENSMUSG00000020940|Efcab15,29,29,53,36,30,18
ENSMUSG00000034255|Arhgap27,426,637,968,571,478,459
ENSMUSG00000034247|Plekhm1,825,907,1166,1075,1223,851
ENSMUSG00000084375|Gm11637,7,10,28,10,17,8
ENSMUSG00000020930|Ccdc103,101,101,183,123,111,91
ENSMUSG00000045532|C1ql1,218,281,375,242,391,232
ENSMUSG00000085338|2410004I01Rik,14,23,14,17,13,9
ENSMUSG00000048878|Hexim1,1676,1801,2821,2918,3146,2683
ENSMUSG00000120826,46,56,70,22,51,52
ENSMUSG00000044787|Spata32,27,33,51,12,17,15
ENSMUSG00000020941|Map3k14,214,115,277,311,353,263
ENSMUSG00000085360|Arhgap27os2,14,57,39,15,59,43
ENSMUSG00000018634|Crhr1,1023,898,1357,1106,1337,963
ENSMUSG00000085154|C130046K22Rik,90,140,148,145,138,78
ENSMUSG00000034187|Nsf,28349,33906,45965,33762,40159,31735
ENSMUSG00000062421|Arf2,1510,1900,2644,2050,2484,1634
ENSMUSG00000020946|Gosr2,2620,3396,4732,3988,4499,3322
ENSMUSG00000086794|Gm11642,22,27,41,24,44,36
ENSMUSG00000018486|Wnt9b,3,3,8,26,22,27
ENSMUSG00000000125|Wnt3,46,72,103,74,90,64
ENSMUSG00000020689|Itgb3,171,228,253,247,168,192
ENSMUSG00000020687|Cdc27,1616,2145,2925,1730,2520,1886
ENSMUSG00000061086|Myl4,576,1034,1061,1065,911,826
ENSMUSG00000018411|Mapt,15727,19386,25708,20434,23293,18019
ENSMUSG00000018412|Kansl1,3308,3578,4903,3727,4306,3294
ENSMUSG00000121072,10,7,6,15,14,11
ENSMUSG00000040838|Gm11639,22,38,46,43,13,16
ENSMUSG00000020694|Tlk2,1722,1986,2927,2301,2622,2129
ENSMUSG00000020695|Mrc2,522,352,518,295,336,268
ENSMUSG00000078627|Marchf10,72,84,139,58,48,56
ENSMUSG00000020691|Mettl2,387,431,702,392,643,415
ENSMUSG00000081965|Gm11620,17,17,26,26,32,2
ENSMUSG00000099681|1700052K11Rik,238,307,420,239,285,258
ENSMUSG00000086487|Gm11638,11,8,11,10,12,12
ENSMUSG00000087184|Gm11650,21,14,24,12,15,11
ENSMUSG00000020723|Cacng4,749,1201,1313,1050,1351,867
ENSMUSG00000000142|Axin2,788,831,1204,921,1109,749
ENSMUSG00000020728|Cep112,73,75,133,83,96,59
ENSMUSG00000040373|Cacng5,198,349,415,273,365,223
