gene_id,ZT6_Ctl1,ZT6_Ctl2,ZT6_Ctl3,ZT6_SD1,ZT6_SD2,ZT6_SD3
ENSMUSG00000017412|Cacnb4,12561,15675,19737,13092,18142,14592
ENSMUSG00000025201|Bloc1s2-ps,16,16,33,15,14,7
ENSMUSG00000060988|Galnt13,1036,1454,1770,1069,1508,1256
ENSMUSG00000084938|BB557941,13,10,26,14,20,10
ENSMUSG00000026826|Nr4a2,697,1899,2777,1501,2277,1191
ENSMUSG00000087040|Gm14033,15,14,12,11,5,9
ENSMUSG00000026824|Kcnj3,7004,7250,10547,4769,7083,5558
ENSMUSG00000081642|Gm13532,5,12,18,18,9,16
ENSMUSG00000054181|A930012O16Rik,18,15,55,19,18,0
ENSMUSG00000026827|Gpd2,4286,5252,7202,4523,6107,4797
ENSMUSG00000026832|Cytip,19,14,6,10,12,6
ENSMUSG00000110205|Gm33594,16,30,42,6,5,7
ENSMUSG00000026830|Ermn,1003,1735,3038,1644,2910,1699
ENSMUSG00000053472|Gm13534,15,16,15,15,16,13
ENSMUSG00000026834|Acvr1c,1006,1119,1352,1270,1339,1256
ENSMUSG00000026836|Acvr1,1007,1079,1459,1275,1434,1018
ENSMUSG00000026839|Upp2,688,1006,1275,942,1106,759
ENSMUSG00000086129|Gm13558,27,15,41,29,27,11
ENSMUSG00000026988|Wdsub1,309,365,496,326,448,323
ENSMUSG00000035168|Tanc1,778,816,1636,1101,1625,1380
ENSMUSG00000060703|Cd302,416,463,615,578,636,462
ENSMUSG00000026980|Ly75,57,79,65,50,47,69
ENSMUSG00000054580|Pla2r1,12,29,27,32,24,8
ENSMUSG00000121191,21,13,37,18,25,35
ENSMUSG00000036641|Ccdc148,348,570,696,573,523,463
ENSMUSG00000026991|Pkp4,5435,7971,10622,8359,9783,7125
ENSMUSG00000026989|Dapl1,27,28,11,27,28,7
ENSMUSG00000081157|Gm13552,39,70,73,71,76,52
ENSMUSG00000026970|Rbms1,741,852,1105,571,764,586
ENSMUSG00000026987|Baz2b,984,1018,1640,1037,1453,1096
ENSMUSG00000026977|Marchf7,2012,2474,3581,1630,2533,1818
ENSMUSG00000064289|Tank,724,1023,1383,945,1319,931
ENSMUSG00000026914|Psmd14,2146,2762,4096,3037,3528,2643
ENSMUSG00000035033|Tbr1,4556,5560,7086,4558,4966,3912
ENSMUSG00000026896|Ifih1,234,315,357,214,248,237
ENSMUSG00000082127|Gm13577,22,31,43,25,37,22
ENSMUSG00000075324|Fign,34,89,114,65,81,64
ENSMUSG00000084104|Gm13578,7,8,10,2,16,12
ENSMUSG00000035000|Dpp4,268,372,375,272,314,288
ENSMUSG00000000392|Fap,116,139,206,116,121,110
ENSMUSG00000026904|Slc4a10,11826,13506,18892,11277,15849,12014
ENSMUSG00000087518|Gm13561,19,19,15,19,8,13
ENSMUSG00000026888|Grb14,433,842,1068,762,927,645
ENSMUSG00000061171|Slc38a11,48,91,118,70,76,53
ENSMUSG00000034903|Cobll1,304,362,435,275,375,228
ENSMUSG00000026893|Gca,441,489,847,424,554,502
ENSMUSG00000059742|Kcnh7,7425,8120,9780,6547,9090,7134
ENSMUSG00000026994|Galnt3,41,42,69,42,62,49
ENSMUSG00000034848|Ttc21b,492,484,678,441,527,492
ENSMUSG00000057182|Scn3a,1448,1955,2424,1366,1892,1553
ENSMUSG00000075318|Scn2a,13948,15952,20771,12286,16000,12550
ENSMUSG00000044647|Csrnp3,3558,3806,5413,3483,4531,3377
ENSMUSG00000118566|Gm52953,104,119,123,101,109,61
ENSMUSG00000027022|Xirp2,52,27,71,41,57,32
ENSMUSG00000087467|Gm13601,72,90,110,112,128,102
ENSMUSG00000064329|Scn1a,9784,9686,12310,8153,9912,7665
ENSMUSG00000087301|Gm13629,395,462,411,461,590,373
ENSMUSG00000075316|Scn9a,773,820,1139,714,837,607
ENSMUSG00000085386|Gm13630,57,33,37,11,30,20
ENSMUSG00000034810|Scn7a,158,235,283,199,246,161
ENSMUSG00000034780|B3galt1,1739,2266,3142,2226,3107,2107
ENSMUSG00000027030|Stk39,2415,3367,4573,3067,3561,3009
ENSMUSG00000005233|Spc25,10,29,22,20,32,0
ENSMUSG00000034738|Nostrin,69,138,182,199,192,162
ENSMUSG00000027035|Cers6,1915,2014,2761,2214,2963,2281
ENSMUSG00000027070|Lrp2,0,8,43,0,17,15
ENSMUSG00000063145|Bbs5,474,587,942,465,647,492
ENSMUSG00000027086|Fastkd1,335,514,676,413,536,452
ENSMUSG00000042133|Ppig,2764,3237,4867,2893,4487,3311
ENSMUSG00000068882|Ssb,3402,4898,6716,4140,5915,4151
ENSMUSG00000075307|Klhl41,16,22,30,6,10,8
ENSMUSG00000070883|Ccdc173,99,98,152,87,139,97
ENSMUSG00000083007|Gm13623,6,12,11,3,14,3
ENSMUSG00000027088|Phospho2,661,861,1280,1090,1324,1029
ENSMUSG00000042155|Klhl23,3162,3661,4645,2741,3134,2417
ENSMUSG00000051730|Mettl5,247,392,522,352,452,316
ENSMUSG00000085735|Mettl5os,17,11,15,15,18,9
ENSMUSG00000044308|Ubr3,8691,10243,13565,7294,9432,7582
ENSMUSG00000042064|Myo3b,47,62,101,30,47,44
ENSMUSG00000075302|Erich2,7,10,11,26,15,0
ENSMUSG00000070880|Gad1,11945,12564,17935,13384,16440,12707
ENSMUSG00000047965|Rpl9-ps7,77,101,115,108,131,91
ENSMUSG00000075304|Sp5,20,14,9,7,24,12
ENSMUSG00000023391|Dlx2,117,184,237,134,137,140
ENSMUSG00000041911|Dlx1,652,712,1551,1058,1195,495
ENSMUSG00000041921|Metap1d,492,483,761,468,584,337
ENSMUSG00000084946|Dlx1as,771,873,755,901,952,1147
ENSMUSG00000027111|Itga6,732,1038,1352,1120,1220,882
ENSMUSG00000006494|Pdk1,2507,2771,3685,3005,3339,2512
ENSMUSG00000014959|Gorasp2,2616,3531,4750,3782,4249,2970
ENSMUSG00000041975|Mettl8,383,350,642,419,442,328
ENSMUSG00000041966|Dcaf17,479,497,745,481,603,328
ENSMUSG00000027010|Slc25a12,5878,6461,9315,6427,7199,5711
ENSMUSG00000027018|Hat1,459,687,888,698,817,596
ENSMUSG00000041997|Tlk1,3609,4772,6022,3564,4389,3199
ENSMUSG00000027015|Cybrd1,61,60,107,20,99,36
ENSMUSG00000027012|Dync1i2,4659,5572,7832,4652,6273,4875
ENSMUSG00000086846|Gm13642,7,6,11,16,17,8
ENSMUSG00000055612|Cdca7,74,104,154,78,80,53
ENSMUSG00000081957|Ak3l2-ps,15,16,21,21,27,9
ENSMUSG00000004085|Map3k20,171,238,286,218,284,173
ENSMUSG00000063714|Sp3os,192,263,362,157,241,157
ENSMUSG00000027109|Sp3,1513,1923,2874,1661,2402,1842
ENSMUSG00000049044|Rapgef4,15963,27694,33175,28067,30226,21256
ENSMUSG00000085001|Rapgef4os2,104,155,162,162,158,128
ENSMUSG00000086231|Rapgef4os3,40,15,56,39,40,44
ENSMUSG00000027104|Atf2,4430,5244,6795,4224,6174,4614
ENSMUSG00000018770|Atp5g3,5626,7682,10703,8498,9786,7353
ENSMUSG00000075279|Mrpl23-ps1,44,88,129,84,120,93
ENSMUSG00000027099|Mtx2,841,1118,1625,1090,1345,987
ENSMUSG00000009207|Lnpk,1878,2421,3268,2024,2976,2342
ENSMUSG00000100303|2600014E21Rik,165,182,188,153,116,95
ENSMUSG00000081406|Rps6-ps4,1290,1640,2125,1810,2295,1630
ENSMUSG00000075276|Gm13653,11,9,10,12,9,4
ENSMUSG00000115959|Gm18494,13,12,3,4,17,0
ENSMUSG00000027108|Ola1,3300,4581,6023,3684,5242,3940
ENSMUSG00000068859|Sp9,126,173,245,186,214,180
ENSMUSG00000008226|Scrn3,882,1417,1647,1447,1707,1252
ENSMUSG00000041762|Gpr155,1676,2312,3440,1799,2721,1913
ENSMUSG00000075284|Wipf1,377,472,631,337,452,364
ENSMUSG00000086382|Chrna1os,14,23,37,33,18,9
ENSMUSG00000086544|Chn1os3,86,115,164,128,133,66
ENSMUSG00000056486|Chn1,36373,42862,60801,44886,54522,41471
ENSMUSG00000041777|Cir1,898,1161,1622,1235,1334,948
ENSMUSG00000027107|Chrna1,43,49,60,26,32,30
ENSMUSG00000042369|Rbm45,728,842,1189,956,1309,986
ENSMUSG00000075270|Pde11a,139,108,198,144,202,128
ENSMUSG00000002732|Fkbp7,80,100,105,56,90,56
ENSMUSG00000002731|Prkra,440,531,763,471,649,414
ENSMUSG00000042359|Osbpl6,2702,2651,3516,2896,4115,3129
ENSMUSG00000081611|Gm13651,9,11,7,21,18,5
ENSMUSG00000044033|Ccdc141,619,620,860,754,856,541
ENSMUSG00000051747|Ttn,52,45,88,27,46,27
ENSMUSG00000002733|Plekha3,1115,1316,1992,1575,2147,1646
ENSMUSG00000042272|Sestd1,2994,3375,4011,2446,3040,2354
ENSMUSG00000015839|Nfe2l2,472,469,727,431,624,473
ENSMUSG00000087222|E030042O20Rik,3,6,17,10,11,13
ENSMUSG00000042410|Agps,1339,1963,2567,1537,2132,1521
ENSMUSG00000059005|Hnrnpa3,9240,10281,14346,10285,14870,10845
ENSMUSG00000075273|Ttc30b,542,714,982,623,814,629
ENSMUSG00000075272|Ttc30a2,187,278,352,216,279,193
ENSMUSG00000075271|Ttc30a1,263,374,458,337,489,290
ENSMUSG00000027016|Zfp385b,1141,1403,1749,1235,1696,1287
ENSMUSG00000027014|Cwc22,612,710,1048,597,817,577
ENSMUSG00000027011|Ube2e3,2233,2928,3918,2659,3657,2776
ENSMUSG00000121134,205,285,351,215,406,281
ENSMUSG00000027009|Itga4,911,996,1316,487,800,588
ENSMUSG00000075256|Cerkl,49,43,98,44,52,30
ENSMUSG00000034701|Neurod1,493,498,772,407,594,465
ENSMUSG00000027007|Itprid2,1455,1681,2504,1670,2187,1678
ENSMUSG00000027006|Dnajc10,2568,3260,4569,2674,3839,2717
ENSMUSG00000059173|Pde1a,8330,11210,14565,8844,10436,8404
ENSMUSG00000064193|Gm4735,1105,1280,1742,1347,1559,1342
ENSMUSG00000070866|Zfp804a,486,717,1002,555,845,552
ENSMUSG00000081400|Gm13680,25,42,70,43,64,48
ENSMUSG00000027001|Dusp19,342,490,634,560,758,573
ENSMUSG00000026999|Nup35,250,283,427,421,468,331
ENSMUSG00000027004|Frzb,902,1040,1207,708,689,610
ENSMUSG00000027002|Nckap1,21993,27292,37125,25279,32714,24460
ENSMUSG00000083284|Gm13688,32,71,74,60,54,61
ENSMUSG00000106252|Mir684-1,11,15,17,10,14,11
ENSMUSG00000086436|Gm13690,69,73,93,71,84,57
ENSMUSG00000027082|Tfpi,187,176,227,124,162,129
ENSMUSG00000059588|Calcrl,155,197,320,139,187,148
ENSMUSG00000087362|Gm13710,9,6,19,13,10,4
ENSMUSG00000023224|Serping1,264,200,266,155,191,184
ENSMUSG00000027078|Ube2l6,137,205,272,236,259,170
ENSMUSG00000027091|Zc3h15,3335,4292,6295,5113,6562,4805
ENSMUSG00000027087|Itgav,3760,4027,5299,3804,4952,4333
ENSMUSG00000048388|Fam171b,12674,15722,21667,13995,18083,13559
ENSMUSG00000027076|Timm10,368,438,577,655,744,487
ENSMUSG00000027074|Slc43a3,16,11,23,9,17,17
ENSMUSG00000050896|Rtn4rl2,1161,1337,1929,1957,2227,1811
ENSMUSG00000027071|P2rx3,25,50,78,55,37,46
ENSMUSG00000027067|Ssrp1,2873,3198,4939,3569,4189,2920
ENSMUSG00000034101|Ctnnd1,2566,2730,3440,3163,3868,2985
ENSMUSG00000076437|Selenoh,313,462,582,444,460,367
ENSMUSG00000050043|Tmx2,6002,7489,10478,7304,9321,6969
ENSMUSG00000034075|Zdhhc5,1971,2163,3040,2793,3645,2748
ENSMUSG00000027079|Clp1,226,238,352,310,393,328
ENSMUSG00000034059|Ypel4,1425,1367,2250,1554,1652,1384
ENSMUSG00000027080|Med19,949,1189,1655,1088,1449,939
ENSMUSG00000097187|Gm19426,2,13,33,18,48,7
ENSMUSG00000045392|Or5m3b,3,0,32,3,15,12
ENSMUSG00000033955|Tnks1bp1,2584,2560,3593,3163,3739,3036
ENSMUSG00000044338|Aplnr,7,15,20,24,6,7
ENSMUSG00000075224|Lrrc55,1363,1350,1992,1281,1636,1082
ENSMUSG00000086905|Gm13716,150,123,158,140,183,108
ENSMUSG00000120621,18,10,19,18,12,16
ENSMUSG00000082908|Gm13736,26,52,60,83,71,52
ENSMUSG00000080223|Gm13768,14,19,20,23,19,16
ENSMUSG00000085547|Gm13767,410,441,463,553,610,388
ENSMUSG00000025314|Ptprj,4838,5916,6791,6890,8174,5908
ENSMUSG00000058318|Phf21a,1265,1321,1956,1474,1799,1305
ENSMUSG00000087018|2900072N19Rik,18,42,51,27,33,35
ENSMUSG00000121001,228,245,387,232,314,174
ENSMUSG00000040272|Accs,100,121,224,110,91,70
ENSMUSG00000040434|Large2,19,12,28,6,15,9
ENSMUSG00000027222|Pex16,499,656,977,730,891,606
ENSMUSG00000044916|1700029I15Rik,76,44,146,75,87,71
ENSMUSG00000049922|Slc35c1,497,520,774,607,690,686
ENSMUSG00000027223|Mapk8ip1,10738,13618,18631,16850,18447,13746
ENSMUSG00000068742|Cry2,4729,4683,6652,4977,5999,4800
ENSMUSG00000084781|D930015M05Rik,26,23,32,29,28,12
ENSMUSG00000085261|Gm13814,21,30,26,20,10,20
ENSMUSG00000027221|Chst1,6602,8045,11341,10178,11522,9061
ENSMUSG00000027198|Ext2,1061,1309,1731,1391,1675,1300
ENSMUSG00000040310|Alx4,89,74,120,86,136,91
ENSMUSG00000027196|Alkbh3os1,0,8,26,17,20,10
ENSMUSG00000040174|Alkbh3,245,256,458,236,352,191
ENSMUSG00000087006|Gm13889,504,595,992,824,957,800
ENSMUSG00000075020|Mir670hg,98,101,193,164,163,122
ENSMUSG00000027195|Hsd17b12,1970,2772,3879,3128,4320,2976
ENSMUSG00000068735|Trp53i11,2170,2987,3872,3808,3866,2704
ENSMUSG00000027217|Tspan18,62,75,228,87,112,56
ENSMUSG00000027215|Cd82,340,458,892,435,762,430
ENSMUSG00000027220|Syt13,7987,9469,12835,14466,15871,12881
ENSMUSG00000075028|Prdm11,296,310,468,345,369,260
ENSMUSG00000027193|Api5,2975,3771,5561,3914,5482,3937
ENSMUSG00000027194|Ttc17,1294,1272,1823,1295,1790,1292
ENSMUSG00000081476|Itpa-ps1,45,44,56,42,46,30
ENSMUSG00000045464|2810002D19Rik,106,145,193,112,189,143
ENSMUSG00000051329|Nup160,479,459,703,597,698,523
ENSMUSG00000040812|Agbl2,14,39,59,32,37,26
ENSMUSG00000027282|Mtch2,2388,2907,4293,2904,3503,2685
ENSMUSG00000063235|Ptpmt1,1127,1459,2109,1578,1848,1283
ENSMUSG00000005506|Celf1,6844,7828,10898,6294,8434,6366
ENSMUSG00000002104|Rapsn,16,8,16,13,9,0
ENSMUSG00000002102|Psmc3,3949,5060,7442,5815,6954,4993
ENSMUSG00000002105|Slc39a13,563,594,1049,711,737,562
ENSMUSG00000002111|Spi1,82,124,181,122,201,105
ENSMUSG00000002100|Mybpc3,48,60,54,13,32,27
ENSMUSG00000040687|Madd,8292,8704,11684,9734,11041,8749
ENSMUSG00000002108|Nr1h3,61,61,101,107,144,97
ENSMUSG00000002109|Ddb2,301,243,437,248,247,182
ENSMUSG00000027257|Pacsin3,940,1031,1611,904,1059,751
ENSMUSG00000040591|Cstpp1,2518,3546,4618,3422,4241,2894
ENSMUSG00000040549|Ckap5,7026,7118,9616,6219,8400,6903
ENSMUSG00000075040|Zfp408,381,397,562,338,445,287
ENSMUSG00000027247|Arhgap1,2225,2736,3392,2895,2918,2397
ENSMUSG00000040506|Ambra1,2195,2529,3129,2534,2757,2069
ENSMUSG00000040479|Dgkz,17743,20491,28033,25199,27429,21729
ENSMUSG00000008200|Fnbp4,1431,1523,2415,1336,1683,1190
ENSMUSG00000080977|Gm13772,46,69,111,90,110,63
ENSMUSG00000040794|C1qtnf4,4828,5388,7591,6064,6483,5274
ENSMUSG00000005510|Ndufs3,2219,2940,4255,3190,3718,2761
ENSMUSG00000005505|Kbtbd4,525,489,852,643,739,450
ENSMUSG00000002103|Acp2,2538,3207,4712,3150,3851,2869
ENSMUSG00000120340|A330069E16Rik,31,28,80,24,19,15
ENSMUSG00000027255|Arfgap2,1542,1752,2821,1902,2118,1773
ENSMUSG00000027253|Lrp4,1387,1220,1891,1321,1635,1130
ENSMUSG00000027244|Atg13,3432,3554,4788,3761,4045,3134
ENSMUSG00000027243|Harbi1,170,223,228,202,233,198
ENSMUSG00000075036|Gm10805,17,18,31,8,19,23
ENSMUSG00000040495|Chrm4,822,596,1035,833,793,604
ENSMUSG00000027239|Mdk,224,214,376,242,338,194
ENSMUSG00000095332|Gm9821,126,112,152,126,114,105
ENSMUSG00000027230|Creb3l1,83,98,168,89,135,78
ENSMUSG00000094873|Gm13812,690,806,1000,759,970,767
ENSMUSG00000095203|Gm13810,707,822,1016,776,987,784
ENSMUSG00000027165|Iftap,494,658,1120,743,949,639
ENSMUSG00000061311|Rag1,13,13,17,10,0,12
ENSMUSG00000027164|Traf6,607,677,1003,677,921,563
ENSMUSG00000050587|Lrrc4c,5367,5968,8163,4537,5882,4594
ENSMUSG00000032841|Prr5l,221,458,651,352,403,258
ENSMUSG00000027163|Commd9,528,780,1048,711,921,608
ENSMUSG00000048058|Ldlrad3,331,477,638,349,499,316
ENSMUSG00000075012|Fjx1,2476,3111,4029,2939,3542,2292
ENSMUSG00000027189|Trim44,12064,15108,19904,14869,18660,13930
ENSMUSG00000010911|Apip,233,281,471,348,433,259
ENSMUSG00000027186|Elf5,23,7,37,14,10,33
ENSMUSG00000027187|Cat,1290,1583,2325,1287,1807,1252
ENSMUSG00000032724|Abtb2,416,491,642,546,642,398
ENSMUSG00000027185|Nat10,823,932,1320,881,1125,859
ENSMUSG00000027184|Caprin1,7650,8836,12478,9697,12932,9768
ENSMUSG00000027188|Pamr1,1983,1744,2302,1333,1595,1295
ENSMUSG00000005089|Slc1a2,72103,76724,103429,70642,90447,71182
ENSMUSG00000005087|Cd44,40,114,146,58,103,53
ENSMUSG00000010914|Pdhx,1443,1800,2595,1758,2407,1839
ENSMUSG00000027173|Depdc7,28,26,50,46,57,29
ENSMUSG00000027171|Prrg4,10,13,29,16,10,13
ENSMUSG00000074994|Qser1,663,559,1019,496,790,647
ENSMUSG00000120507,143,202,266,142,182,111
ENSMUSG00000016458|Wt1,30,4,19,6,23,0
ENSMUSG00000005973|Rcn1,629,886,1131,635,798,601
ENSMUSG00000045106|Ccdc73,202,313,386,267,363,260
ENSMUSG00000027170|Eif3m,1547,2258,3021,2169,2818,1881
ENSMUSG00000087226|Gm14015,19,22,20,16,16,24
ENSMUSG00000085218|BB218582,35,77,63,37,51,27
ENSMUSG00000032698|Lmo2,327,588,752,456,570,338
ENSMUSG00000046085|4931422A03Rik,16,10,23,10,21,29
ENSMUSG00000027180|Fbxo3,2625,3194,4426,3188,3916,2862
ENSMUSG00000068686|Cd59b,35,43,60,46,62,31
ENSMUSG00000032679|Cd59a,101,240,361,223,261,185
ENSMUSG00000068373|D430041D05Rik,10497,10426,12988,11178,12948,10494
ENSMUSG00000027177|Hipk3,4345,4210,6125,4160,5492,4296
ENSMUSG00000086454|Platr14,23,8,26,0,26,4
ENSMUSG00000027175|Tcp11l1,574,592,822,531,806,516
ENSMUSG00000081721|Gm13882,963,1006,1404,1110,1438,1101
ENSMUSG00000081447|Gm13870,637,679,968,737,964,749
ENSMUSG00000027176|Cstf3,952,1220,1746,1153,1629,1227
ENSMUSG00000016386|Mpped2,848,1320,1888,990,1209,978
ENSMUSG00000027122|Arl14ep,1002,1303,1904,1128,1678,1262
ENSMUSG00000042604|Kcna4,606,792,1146,558,763,606
ENSMUSG00000083424|Rpl35a-ps4,58,121,143,113,114,100
ENSMUSG00000063684|Hadhb-ps,128,141,273,221,257,163
ENSMUSG00000027168|Pax6,309,318,482,245,406,256
ENSMUSG00000027167|Elp4,376,543,564,409,559,366
ENSMUSG00000027166|Dnajc24,161,204,289,225,299,255
ENSMUSG00000074981|Dcdc5,3,10,14,7,14,1
ENSMUSG00000080859|Rpl10-ps1,91,154,250,157,213,150
ENSMUSG00000042670|Immp1l,377,552,856,664,826,513
ENSMUSG00000057234|Mettl15,109,188,243,185,220,120
ENSMUSG00000027115|Kif18a,35,36,45,15,58,47
ENSMUSG00000074971|Fibin,76,73,107,100,116,122
ENSMUSG00000041660|Bbox1,11,23,59,12,70,30
ENSMUSG00000048482|Bdnf,1301,1067,1995,2568,3845,2783
ENSMUSG00000050199|Lgr4,959,1048,1524,1020,1423,942
ENSMUSG00000027160|Ccdc34,305,343,615,352,485,290
ENSMUSG00000027162|Lin7c,2184,2885,4394,2401,3629,2566
ENSMUSG00000074968|Ano3,5140,7912,9943,5702,6783,5661
ENSMUSG00000050808|Muc15,23,45,47,18,9,8
ENSMUSG00000027134|Lpcat4,3103,3414,4726,3311,3613,3089
ENSMUSG00000055943|Emc7,4250,5493,7519,5823,7007,5186
ENSMUSG00000027133|Nop10,686,1055,1246,814,1157,819
ENSMUSG00000027130|Slc12a6,5272,5304,7064,5131,6785,4839
ENSMUSG00000096764|Gm21985,0,24,779,217,0,7
ENSMUSG00000027131|Emc4,2237,3052,4075,3728,3695,2829
ENSMUSG00000121215,16,24,38,18,30,9
ENSMUSG00000027132|Katnbl1,373,550,542,373,591,475
ENSMUSG00000003604|Aven,250,331,413,388,427,367
ENSMUSG00000057378|Ryr3,821,892,1604,741,1413,712
ENSMUSG00000074939|Chrm5,8,16,20,8,53,17
ENSMUSG00000040321|Zfp770,898,1055,1630,891,1269,1031
ENSMUSG00000040383|Aqr,1783,1562,2088,1530,2114,1843
ENSMUSG00000085582|3110099E03Rik,7,18,15,6,15,12
ENSMUSG00000057147|Dph6,575,772,1108,530,717,558
ENSMUSG00000040282|Cdin1,225,290,348,219,355,251
ENSMUSG00000044042|Fmn1,946,963,1436,999,1174,865
ENSMUSG00000041219|Arhgap11a,191,234,274,117,190,105
ENSMUSG00000087694|A530058N18Rik,117,103,191,95,210,122
ENSMUSG00000074934|Grem1,65,41,104,59,145,87
ENSMUSG00000023236|Scg5,6191,7730,10237,8130,9448,6798
ENSMUSG00000096006|Gm21596,223,288,395,300,390,282
ENSMUSG00000068615|Gjd2,192,235,357,219,261,158
ENSMUSG00000027355|Tmco5,78,53,47,66,100,40
ENSMUSG00000099470|Gm29340,18,5,23,13,20,10
ENSMUSG00000085316|D330050G23Rik,119,108,139,119,171,120
ENSMUSG00000081787|Gm13991,59,73,111,74,95,54
ENSMUSG00000027210|Meis2,2416,4199,4914,3454,3937,2908
ENSMUSG00000086308|G630016G05Rik,57,52,105,40,54,54
ENSMUSG00000086328|2700033N17Rik,37,57,61,27,43,24
ENSMUSG00000005102|Eif2ak4,843,872,1137,835,1031,804
ENSMUSG00000040093|Bmf,149,123,198,163,166,105
ENSMUSG00000009549|Srp14,1314,1808,2587,1916,2174,1547
ENSMUSG00000027344|Fsip1,12,10,21,15,6,7
ENSMUSG00000040152|Thbs1,234,94,160,93,193,89
ENSMUSG00000040133|Gpr176,364,466,597,461,581,353
ENSMUSG00000027347|Rasgrp1,19371,23500,31774,23650,29184,24245
ENSMUSG00000027351|Spred1,6582,7296,9714,9510,13034,10118
ENSMUSG00000027349|Fam98b,1290,1626,2142,1562,2303,1833
ENSMUSG00000027324|Rpusd2,194,185,247,180,278,231
ENSMUSG00000039983|Ccdc32,1442,1954,2797,2136,2400,1708
ENSMUSG00000027326|Knl1,11,0,13,13,11,10
ENSMUSG00000027315|Spint1,22,71,77,34,61,27
ENSMUSG00000034226|Rhov,205,256,382,184,271,237
ENSMUSG00000027323|Rad51,43,49,83,47,49,33
ENSMUSG00000070730|Rmdn3,1277,1564,2324,2129,2558,1908
ENSMUSG00000068580|Zfyve19,455,501,833,620,669,472
ENSMUSG00000034278|Dnajc17,133,263,299,273,259,182
ENSMUSG00000055926|Gm14137,33,24,70,53,80,54
ENSMUSG00000040084|Bub1b,123,54,111,87,77,86
ENSMUSG00000040061|Plcb2,119,151,189,138,191,123
ENSMUSG00000045838|Ccdc9b,117,183,253,205,251,153
ENSMUSG00000027331|Knstrn,33,35,34,23,39,26
ENSMUSG00000027332|Ivd,1706,1822,3254,1821,2540,1703
ENSMUSG00000074916|Chst14,47,36,72,46,51,30
ENSMUSG00000074923|Pak6,3170,3240,4333,3740,4976,3860
ENSMUSG00000078137|Ankrd63,717,1013,1297,1172,1364,958
ENSMUSG00000074918|Inafm2,999,1089,1744,1373,1821,1430
ENSMUSG00000040035|Disp2,10392,11217,14293,11046,12761,9736
ENSMUSG00000040007|Bahd1,1506,1544,2230,1800,2024,1405
ENSMUSG00000027293|Ehd4,363,531,693,557,610,421
ENSMUSG00000050211|Pla2g4e,607,511,660,171,196,148
ENSMUSG00000027291|Vps39,2649,2883,4096,2948,3540,2555
ENSMUSG00000033808|Tmem87a,973,1139,1715,1340,1896,1094
ENSMUSG00000062646|Ganc,392,377,612,297,468,294
ENSMUSG00000118623|Gm52968,27,0,5,0,16,20
ENSMUSG00000079110|Capn3,92,163,279,94,202,91
ENSMUSG00000054484|Tmem62,1048,1193,1596,1177,1437,1067
ENSMUSG00000023572|Ccndbp1,1372,1627,2247,1623,1901,1318
ENSMUSG00000034216|Vps18,1639,2017,2642,2278,2685,2121
ENSMUSG00000027314|Dll4,58,95,138,157,170,64
ENSMUSG00000034154|Ino80,1049,1177,1607,1048,1335,801
ENSMUSG00000048647|Exd1,46,41,61,61,50,50
ENSMUSG00000014077|Chp1,5149,6441,8087,6173,7721,5792
ENSMUSG00000085438|Oip5os1,22584,26771,36895,22058,32890,24818
ENSMUSG00000027306|Nusap1,88,57,149,101,148,86
ENSMUSG00000027305|Ndufaf1,516,676,994,974,949,898
ENSMUSG00000027297|Ltk,781,839,1124,805,742,598
ENSMUSG00000034032|Rpap1,713,814,1074,767,859,685
ENSMUSG00000027298|Tyro3,7296,8932,12052,11830,12501,9964
ENSMUSG00000033943|Mga,2248,2214,3371,2153,3175,2456
ENSMUSG00000033902|Mapkbp1,1891,1868,2757,2177,2620,2076
ENSMUSG00000098789|Jmjd7,30,13,76,0,113,11
ENSMUSG00000033852|Gm28042,103,150,94,264,51,131
ENSMUSG00000098488|Pla2g4b,53,44,180,60,130,63
ENSMUSG00000027313|Chac1,249,276,427,506,476,345
ENSMUSG00000072980|Oip5,22,22,55,12,20,16
ENSMUSG00000082029|H3f3c,109,125,181,137,189,112
ENSMUSG00000027304|Rtf1,3646,4241,5453,4329,5307,4011
ENSMUSG00000027296|Itpka,6254,7728,11137,8308,8991,6901
ENSMUSG00000074899|Sptbn5,139,196,286,274,250,144
ENSMUSG00000027288|Zfp106,9278,10822,14542,13194,15918,11752
ENSMUSG00000027287|Snap23,354,388,561,372,549,322
ENSMUSG00000027286|Lrrc57,1003,1331,1696,1519,1580,1169
ENSMUSG00000033705|Stard9,644,722,960,665,702,506
ENSMUSG00000027284|Cdan1,846,790,1131,735,895,823
ENSMUSG00000090100|Ttbk2,3963,4480,5848,4546,6507,4667
ENSMUSG00000087519|AV039307,13,10,26,11,28,15
ENSMUSG00000027272|Ubr1,2236,2411,3517,2055,2879,2290
ENSMUSG00000027285|Haus2,834,1272,1418,1007,1376,869
ENSMUSG00000027259|Adal,485,542,708,604,896,550
ENSMUSG00000050619|Zscan29,208,223,453,341,395,305
ENSMUSG00000027263|Tubgcp4,547,610,949,843,1008,717
ENSMUSG00000043909|Trp53bp1,4323,3953,6325,4000,5552,4332
ENSMUSG00000027254|Map1a,44587,42075,54420,35690,41512,36272
ENSMUSG00000033526|Ppip5k1,3945,4186,5730,4814,5437,4088
ENSMUSG00000000308|Ckmt1,5192,5985,8431,6757,7656,6066
